,ID,Date,Category,Amount,Payment Method,Location
3035,3036,2024-02-15,Clothing,23.44,Credit Card,Houston
3036,3037,2024-08-11,Entertainment,487.73,Credit Card,Houston
3037,3038,2024-01-08,Health,90.3,Mobile Payment,Chicago
3038,3039,2024-07-27,Clothing,206.12,Credit Card,Chicago
3039,3040,2024-06-20,Miscellaneous,350.65,Debit Card,New York
3040,3041,2024-07-17,Miscellaneous,216.07,Mobile Payment,Chicago
3041,3042,2024-09-06,Health,470.02,Cash,Los Angeles
3042,3043,2024-07-03,Food,286.41,Cash,New York
3043,3044,2024-05-31,Transportation,485.14,Cash,Phoenix
3044,3045,2023-10-07,Transportation,428.22,Cash,New York
3045,3046,2024-08-19,Miscellaneous,335.12,Debit Card,Los Angeles
3046,3047,2024-08-15,Transportation,349.26,Cash,New York
3047,3048,2023-12-10,Clothing,40.5,Debit Card,Houston
3048,3049,2024-07-29,Entertainment,64.72,Credit Card,Los Angeles
3049,3050,2024-09-04,Transportation,235.34,Mobile Payment,Los Angeles
3050,3051,2024-05-03,Transportation,268.47,Credit Card,Houston
3051,3052,2024-04-03,Utilities,327.21,Debit Card,Chicago
3052,3053,2024-08-03,Utilities,21.3,Mobile Payment,Phoenix
3053,3054,2024-09-12,Transportation,87.04,Cash,New York
3054,3055,2024-04-18,Utilities,469.53,Credit Card,New York
3055,3056,2024-04-15,Health,308.55,Credit Card,Phoenix
3056,3057,2023-11-24,Health,244.32,Mobile Payment,Houston
3057,3058,2023-10-31,Utilities,469.84,Credit Card,Houston
3058,3059,2024-08-20,Clothing,334.99,Mobile Payment,Los Angeles
3059,3060,2024-09-14,Food,97.39,Debit Card,New York
3060,3061,2024-04-19,Health,340.29,Mobile Payment,Houston
3061,3062,2024-05-30,Clothing,124.77,Debit Card,Phoenix
3062,3063,2024-04-30,Miscellaneous,363.89,Credit Card,Los Angeles
3063,3064,2024-01-19,Utilities,186.46,Credit Card,Chicago
3064,3065,2023-10-27,Health,276.3,Debit Card,Los Angeles
3065,3066,2024-07-05,Miscellaneous,302.85,Mobile Payment,New York
3066,3067,2024-01-27,Food,485.93,Cash,Houston
3067,3068,2024-09-19,Miscellaneous,455.73,Credit Card,Los Angeles
3068,3069,2024-08-06,Utilities,489.76,Debit Card,Phoenix
3069,3070,2024-02-08,Health,66.09,Mobile Payment,Houston
3070,3071,2024-07-05,Entertainment,441.63,Mobile Payment,Chicago
3071,3072,2024-06-16,Food,211.54,Debit Card,New York
3072,3073,2024-01-01,Health,200.54,Debit Card,Houston
3073,3074,2024-07-08,Utilities,175.95,Credit Card,New York
3074,3075,2024-04-15,Food,411.1,Cash,Chicago
3075,3076,2024-04-18,Utilities,323.09,Debit Card,New York
3076,3077,2024-07-15,Miscellaneous,250.5,Mobile Payment,New York
3077,3078,2023-11-03,Entertainment,239.54,Credit Card,Los Angeles
3078,3079,2024-05-07,Clothing,297.64,Credit Card,Chicago
3079,3080,2024-02-10,Health,272.09,Mobile Payment,Los Angeles
3080,3081,2024-07-17,Food,70.36,Mobile Payment,Los Angeles
3081,3082,2023-10-20,Food,238.48,Credit Card,Phoenix
3082,3083,2024-06-18,Health,94.79,Debit Card,New York
3083,3084,2024-04-15,Food,473.76,Mobile Payment,Houston
3084,3085,2024-08-31,Miscellaneous,369.47,Credit Card,Houston
3085,3086,2024-09-01,Clothing,137.93,Credit Card,Phoenix
3086,3087,2024-01-26,Entertainment,193.15,Cash,Los Angeles
3087,3088,2023-10-06,Miscellaneous,246.25,Debit Card,Los Angeles
3088,3089,2024-06-05,Miscellaneous,227.89,Debit Card,Chicago
3089,3090,2024-06-27,Entertainment,434.02,Cash,Los Angeles
3090,3091,2023-12-26,Transportation,240.97,Mobile Payment,Chicago
3091,3092,2023-11-14,Miscellaneous,387.46,Credit Card,Phoenix
3092,3093,2024-09-05,Miscellaneous,454.6,Debit Card,Phoenix
3093,3094,2024-06-17,Health,23.88,Credit Card,Houston
3094,3095,2024-04-16,Entertainment,201.64,Mobile Payment,Chicago
3095,3096,2023-12-13,Transportation,271.28,Credit Card,Phoenix
3096,3097,2024-02-22,Transportation,199.68,Mobile Payment,Phoenix
3097,3098,2024-03-08,Health,35.46,Mobile Payment,Los Angeles
3098,3099,2024-06-26,Transportation,237.6,Cash,Phoenix
3099,3100,2024-02-15,Utilities,284.21,Mobile Payment,Chicago
3100,3101,2024-07-08,Miscellaneous,297.3,Cash,Houston
3101,3102,2024-04-23,Entertainment,106.09,Debit Card,Los Angeles
3102,3103,2024-03-15,Utilities,7.48,Cash,Los Angeles
3103,3104,2024-01-08,Utilities,10.89,Cash,Phoenix
3104,3105,2023-11-19,Food,130.4,Debit Card,Los Angeles
3105,3106,2024-07-01,Miscellaneous,63.33,Debit Card,Houston
3106,3107,2024-09-28,Food,285.16,Debit Card,New York
3107,3108,2023-10-23,Food,163.81,Credit Card,Houston
3108,3109,2023-10-05,Transportation,406.48,Credit Card,Phoenix
3109,3110,2024-05-13,Clothing,294.77,Debit Card,New York
3110,3111,2023-10-13,Health,196.91,Mobile Payment,New York
3111,3112,2023-12-20,Health,209.16,Mobile Payment,Houston
3112,3113,2024-07-27,Food,153.69,Credit Card,Los Angeles
3113,3114,2024-04-04,Health,462.68,Mobile Payment,Houston
3114,3115,2023-10-31,Health,401.41,Debit Card,Houston
3115,3116,2024-04-26,Miscellaneous,49.1,Debit Card,Los Angeles
3116,3117,2024-07-22,Clothing,362.91,Debit Card,Los Angeles
3117,3118,2024-04-19,Transportation,261.54,Mobile Payment,Houston
3118,3119,2023-10-17,Clothing,205.95,Cash,Chicago
3119,3120,2024-07-19,Transportation,306.65,Credit Card,New York
3120,3121,2024-08-12,Miscellaneous,248.94,Mobile Payment,Chicago
3121,3122,2024-06-09,Entertainment,353.28,Cash,Los Angeles
3122,3123,2024-06-11,Health,403.21,Debit Card,Phoenix
3123,3124,2023-12-19,Utilities,469.33,Credit Card,Los Angeles
3124,3125,2024-01-31,Utilities,292.23,Credit Card,New York
3125,3126,2024-08-03,Health,449.53,Cash,Houston
3126,3127,2024-04-07,Transportation,274.4,Credit Card,Phoenix
3127,3128,2024-06-29,Entertainment,378.3,Debit Card,Phoenix
3128,3129,2024-07-05,Health,255.65,Credit Card,Houston
3129,3130,2024-09-17,Utilities,323.1,Mobile Payment,Chicago
3130,3131,2023-12-02,Health,51.93,Cash,Phoenix
3131,3132,2024-07-28,Food,462.15,Cash,New York
3132,3133,2024-06-05,Health,141.95,Debit Card,Houston
3133,3134,2024-07-29,Food,317.82,Cash,Phoenix
3134,3135,2024-03-29,Utilities,436.97,Mobile Payment,Chicago
3135,3136,2024-09-27,Clothing,340.79,Mobile Payment,Phoenix
3136,3137,2024-04-22,Health,395.56,Cash,Houston
3137,3138,2024-07-21,Transportation,215.79,Debit Card,Houston
3138,3139,2024-07-21,Entertainment,352.39,Mobile Payment,New York
3139,3140,2023-12-25,Health,359.4,Credit Card,New York
3140,3141,2023-11-25,Clothing,444.17,Debit Card,Chicago
3141,3142,2023-10-23,Health,387.23,Debit Card,New York
3142,3143,2024-05-25,Utilities,97.61,Debit Card,New York
3143,3144,2024-08-23,Entertainment,107.08,Mobile Payment,Phoenix
3144,3145,2023-10-04,Food,197.22,Credit Card,Chicago
3145,3146,2023-10-29,Entertainment,452.14,Debit Card,New York
3146,3147,2024-05-03,Food,142.2,Debit Card,Chicago
3147,3148,2024-04-20,Health,309.28,Debit Card,Houston
3148,3149,2024-03-03,Health,430.64,Cash,Phoenix
3149,3150,2024-09-20,Utilities,148.09,Credit Card,Houston
3150,3151,2024-08-15,Entertainment,177.72,Debit Card,New York
3151,3152,2023-11-04,Health,457.07,Cash,Chicago
3152,3153,2024-03-07,Miscellaneous,80.36,Mobile Payment,Phoenix
3153,3154,2024-01-30,Food,38.03,Cash,Los Angeles
3154,3155,2023-11-01,Food,443.82,Mobile Payment,Phoenix
3155,3156,2024-05-12,Entertainment,335.93,Debit Card,New York
3156,3157,2024-07-02,Health,288.62,Cash,Phoenix
3157,3158,2024-03-16,Miscellaneous,191.09,Debit Card,Los Angeles
3158,3159,2023-10-24,Clothing,59.67,Debit Card,Phoenix
3159,3160,2024-03-30,Entertainment,448.98,Cash,Chicago
3160,3161,2023-11-21,Health,314.92,Credit Card,Houston
3161,3162,2024-04-09,Miscellaneous,212.27,Credit Card,New York
3162,3163,2024-09-03,Health,472.6,Credit Card,Phoenix
3163,3164,2024-01-29,Miscellaneous,464.76,Cash,Phoenix
3164,3165,2023-10-02,Health,107.97,Debit Card,Phoenix
3165,3166,2023-11-28,Transportation,57.91,Debit Card,New York
3166,3167,2024-09-21,Food,320.21,Debit Card,Houston
3167,3168,2024-09-23,Miscellaneous,471.29,Credit Card,Phoenix
3168,3169,2024-06-20,Entertainment,200.02,Debit Card,Phoenix
3169,3170,2024-09-09,Clothing,77.08,Mobile Payment,Phoenix
3170,3171,2024-08-03,Transportation,239.76,Debit Card,Phoenix
3171,3172,2024-06-28,Transportation,491.35,Credit Card,Los Angeles
3172,3173,2024-07-30,Entertainment,205.23,Mobile Payment,Houston
3173,3174,2024-05-03,Miscellaneous,55.94,Credit Card,New York
3174,3175,2024-02-06,Food,47.42,Credit Card,Phoenix
3175,3176,2024-05-31,Health,96.09,Debit Card,Chicago
3176,3177,2024-03-09,Clothing,389.71,Credit Card,Houston
3177,3178,2024-09-09,Transportation,412.84,Cash,Phoenix
3178,3179,2024-06-14,Utilities,421.14,Mobile Payment,New York
3179,3180,2023-12-06,Entertainment,351.55,Credit Card,Chicago
3180,3181,2023-10-16,Food,199.82,Debit Card,New York
3181,3182,2024-06-18,Entertainment,298.83,Credit Card,Phoenix
3182,3183,2024-07-22,Health,315.81,Mobile Payment,Houston
3183,3184,2024-04-22,Entertainment,253.2,Credit Card,New York
3184,3185,2024-03-27,Entertainment,221.0,Cash,Chicago
3185,3186,2024-08-28,Miscellaneous,147.24,Credit Card,Houston
3186,3187,2024-04-26,Transportation,476.66,Debit Card,New York
3187,3188,2024-09-15,Health,65.33,Credit Card,Los Angeles
3188,3189,2023-12-22,Food,327.58,Mobile Payment,Los Angeles
3189,3190,2023-10-01,Utilities,398.11,Mobile Payment,New York
3190,3191,2024-05-27,Entertainment,16.09,Cash,Los Angeles
3191,3192,2024-07-13,Food,92.06,Debit Card,New York
3192,3193,2023-10-25,Utilities,207.54,Credit Card,New York
3193,3194,2023-12-20,Food,141.33,Credit Card,Houston
3194,3195,2024-09-19,Clothing,12.97,Credit Card,Phoenix
3195,3196,2024-02-07,Miscellaneous,87.61,Debit Card,New York
3196,3197,2024-09-27,Utilities,131.88,Debit Card,Houston
3197,3198,2024-01-14,Clothing,349.82,Credit Card,Los Angeles
3198,3199,2024-07-11,Food,394.55,Mobile Payment,Houston
3199,3200,2023-10-11,Entertainment,182.37,Cash,Houston
3200,3201,2024-06-08,Entertainment,432.3,Mobile Payment,Chicago
3201,3202,2023-12-14,Miscellaneous,363.48,Debit Card,Chicago
3202,3203,2024-08-16,Utilities,61.18,Credit Card,Houston
3203,3204,2024-02-01,Food,410.84,Credit Card,Phoenix
3204,3205,2023-12-09,Entertainment,161.1,Debit Card,New York
3205,3206,2024-07-05,Entertainment,14.04,Debit Card,Chicago
3206,3207,2024-08-25,Food,137.27,Debit Card,Los Angeles
3207,3208,2023-10-20,Clothing,431.01,Debit Card,New York
3208,3209,2024-01-25,Entertainment,146.13,Credit Card,Houston
3209,3210,2024-04-15,Transportation,321.58,Debit Card,Houston
3210,3211,2023-11-27,Entertainment,121.22,Cash,Phoenix
3211,3212,2024-08-26,Transportation,45.16,Cash,Houston
3212,3213,2024-04-29,Utilities,70.33,Debit Card,Houston
3213,3214,2024-09-12,Clothing,264.01,Debit Card,Chicago
3214,3215,2024-08-27,Miscellaneous,343.32,Credit Card,Los Angeles
3215,3216,2024-03-28,Miscellaneous,373.9,Credit Card,New York
3216,3217,2024-07-18,Transportation,32.34,Debit Card,Houston
3217,3218,2023-10-14,Food,273.66,Cash,New York
3218,3219,2024-03-29,Entertainment,409.24,Debit Card,Houston
3219,3220,2023-12-22,Utilities,238.94,Mobile Payment,Los Angeles
3220,3221,2024-01-27,Health,430.83,Mobile Payment,Houston
3221,3222,2023-11-02,Food,488.74,Mobile Payment,Phoenix
3222,3223,2023-10-30,Utilities,264.33,Cash,Phoenix
3223,3224,2023-10-18,Clothing,155.26,Credit Card,Houston
3224,3225,2024-07-06,Health,125.33,Mobile Payment,Los Angeles
3225,3226,2024-09-28,Health,403.33,Credit Card,Los Angeles
3226,3227,2024-03-25,Transportation,372.54,Debit Card,Chicago
3227,3228,2024-02-19,Food,422.11,Credit Card,Chicago
3228,3229,2024-01-27,Health,323.8,Cash,New York
3229,3230,2024-01-06,Health,232.85,Credit Card,New York
3230,3231,2023-12-13,Food,359.12,Mobile Payment,New York
3231,3232,2023-11-09,Health,177.1,Cash,Houston
3232,3233,2023-09-29,Utilities,403.9,Cash,Phoenix
3233,3234,2024-01-15,Entertainment,172.12,Mobile Payment,Phoenix
3234,3235,2024-09-23,Utilities,434.83,Cash,New York
3235,3236,2023-10-09,Health,104.4,Cash,New York
3236,3237,2024-07-09,Utilities,210.52,Credit Card,Chicago
3237,3238,2024-09-27,Food,27.2,Cash,Houston
3238,3239,2024-02-15,Miscellaneous,322.94,Debit Card,New York
3239,3240,2023-12-01,Entertainment,373.34,Mobile Payment,Los Angeles
3240,3241,2024-03-27,Utilities,179.53,Cash,Los Angeles
3241,3242,2023-12-01,Clothing,361.13,Credit Card,Phoenix
3242,3243,2024-08-31,Food,316.11,Debit Card,Phoenix
3243,3244,2024-03-18,Health,415.18,Credit Card,Phoenix
3244,3245,2024-06-29,Clothing,116.04,Debit Card,Chicago
3245,3246,2024-01-06,Food,22.84,Credit Card,Phoenix
3246,3247,2024-08-02,Health,407.92,Credit Card,Phoenix
3247,3248,2024-01-14,Miscellaneous,71.72,Credit Card,Los Angeles
3248,3249,2024-06-16,Miscellaneous,239.31,Cash,Houston
3249,3250,2024-06-21,Health,78.95,Credit Card,Chicago
3250,3251,2024-09-07,Miscellaneous,403.67,Debit Card,Chicago
3251,3252,2024-02-16,Health,150.66,Credit Card,Houston
3252,3253,2023-10-31,Transportation,497.21,Mobile Payment,Phoenix
3253,3254,2024-01-14,Entertainment,295.95,Mobile Payment,Houston
3254,3255,2024-06-21,Utilities,209.73,Credit Card,Houston
3255,3256,2024-08-29,Clothing,40.08,Credit Card,Houston
3256,3257,2023-12-28,Health,403.89,Mobile Payment,Houston
3257,3258,2023-09-29,Transportation,462.91,Mobile Payment,Chicago
3258,3259,2023-11-05,Utilities,459.1,Mobile Payment,Chicago
3259,3260,2024-04-18,Utilities,329.01,Mobile Payment,New York
3260,3261,2024-06-25,Food,446.86,Debit Card,Phoenix
3261,3262,2024-09-18,Entertainment,5.24,Mobile Payment,Chicago
3262,3263,2024-08-28,Utilities,334.64,Mobile Payment,New York
3263,3264,2024-07-01,Transportation,183.79,Credit Card,Los Angeles
3264,3265,2024-03-14,Transportation,47.5,Credit Card,Chicago
3265,3266,2023-11-18,Entertainment,317.24,Mobile Payment,Houston
3266,3267,2023-12-28,Food,335.2,Credit Card,New York
3267,3268,2024-01-04,Food,405.7,Cash,Phoenix
3268,3269,2023-12-14,Food,296.82,Mobile Payment,Phoenix
3269,3270,2023-11-25,Utilities,8.26,Credit Card,Houston
3270,3271,2024-04-02,Entertainment,154.11,Credit Card,Los Angeles
3271,3272,2023-10-03,Transportation,84.98,Cash,Houston
3272,3273,2023-11-28,Utilities,167.88,Cash,Houston
3273,3274,2024-04-06,Food,488.45,Cash,Houston
3274,3275,2024-04-05,Entertainment,472.22,Debit Card,Los Angeles
3275,3276,2023-12-16,Transportation,102.55,Debit Card,New York
3276,3277,2023-10-14,Clothing,147.79,Credit Card,Chicago
3277,3278,2024-08-13,Miscellaneous,458.03,Debit Card,Houston
3278,3279,2024-07-30,Health,403.06,Mobile Payment,New York
3279,3280,2023-12-24,Entertainment,51.94,Credit Card,Phoenix
3280,3281,2023-11-09,Food,114.62,Debit Card,Houston
3281,3282,2024-01-10,Clothing,424.59,Credit Card,Houston
3282,3283,2023-10-09,Clothing,69.56,Debit Card,Chicago
3283,3284,2023-12-28,Utilities,459.96,Cash,New York
3284,3285,2024-01-16,Miscellaneous,295.46,Debit Card,Chicago
3285,3286,2024-01-26,Miscellaneous,349.16,Mobile Payment,Phoenix
3286,3287,2024-09-21,Entertainment,19.53,Credit Card,New York
3287,3288,2024-04-18,Entertainment,407.07,Credit Card,Phoenix
3288,3289,2024-03-20,Transportation,177.69,Debit Card,Chicago
3289,3290,2023-12-14,Entertainment,496.03,Debit Card,Phoenix
3290,3291,2023-12-30,Miscellaneous,285.91,Cash,Chicago
3291,3292,2024-03-14,Entertainment,178.88,Cash,Los Angeles
3292,3293,2024-08-08,Utilities,234.53,Credit Card,Houston
3293,3294,2023-12-16,Entertainment,49.55,Credit Card,Houston
3294,3295,2023-10-17,Entertainment,170.7,Cash,Houston
3295,3296,2024-01-23,Miscellaneous,458.61,Debit Card,Houston
3296,3297,2024-08-29,Clothing,292.72,Cash,Houston
3297,3298,2023-12-27,Clothing,286.04,Cash,New York
3298,3299,2024-08-18,Health,72.11,Debit Card,New York
3299,3300,2024-08-03,Food,416.19,Debit Card,Phoenix
3300,3301,2023-10-18,Utilities,120.47,Mobile Payment,Chicago
3301,3302,2024-03-10,Clothing,322.62,Credit Card,Chicago
3302,3303,2024-03-28,Miscellaneous,421.78,Cash,Houston
3303,3304,2024-08-18,Food,461.54,Debit Card,Houston
3304,3305,2024-02-10,Health,474.85,Debit Card,Houston
3305,3306,2024-09-05,Utilities,201.8,Debit Card,Chicago
3306,3307,2024-02-10,Miscellaneous,189.81,Cash,Houston
3307,3308,2024-06-11,Health,451.29,Credit Card,Los Angeles
3308,3309,2024-09-17,Transportation,389.8,Mobile Payment,New York
3309,3310,2024-04-21,Miscellaneous,421.37,Credit Card,Chicago
3310,3311,2024-02-05,Miscellaneous,411.55,Mobile Payment,Houston
3311,3312,2024-04-23,Miscellaneous,408.76,Cash,New York
3312,3313,2024-07-23,Miscellaneous,349.56,Debit Card,New York
3313,3314,2024-04-14,Transportation,16.31,Mobile Payment,Phoenix
3314,3315,2023-11-10,Entertainment,475.24,Debit Card,Phoenix
3315,3316,2023-10-01,Health,208.75,Credit Card,New York
3316,3317,2024-06-11,Clothing,360.54,Debit Card,Phoenix
3317,3318,2024-09-03,Utilities,450.26,Credit Card,Houston
3318,3319,2024-07-23,Miscellaneous,365.85,Credit Card,Phoenix
3319,3320,2024-07-01,Entertainment,257.57,Cash,Houston
3320,3321,2024-09-04,Transportation,22.38,Credit Card,Los Angeles
3321,3322,2024-08-12,Utilities,126.72,Debit Card,Houston
3322,3323,2024-06-26,Entertainment,202.07,Debit Card,New York
3323,3324,2023-11-09,Health,171.76,Debit Card,Houston
3324,3325,2024-03-24,Entertainment,135.7,Cash,Phoenix
3325,3326,2024-01-27,Entertainment,106.62,Mobile Payment,Houston
3326,3327,2024-08-27,Transportation,28.44,Mobile Payment,Los Angeles
3327,3328,2023-12-21,Entertainment,375.14,Mobile Payment,Phoenix
3328,3329,2024-03-11,Food,397.17,Cash,New York
3329,3330,2023-11-30,Transportation,268.54,Cash,New York
3330,3331,2024-04-30,Entertainment,94.35,Credit Card,New York
3331,3332,2024-07-06,Health,300.72,Credit Card,Phoenix
3332,3333,2024-04-23,Food,456.71,Mobile Payment,Phoenix
3333,3334,2024-02-18,Health,148.47,Credit Card,New York
3334,3335,2023-11-08,Transportation,131.11,Cash,Los Angeles
3335,3336,2023-11-02,Clothing,361.83,Debit Card,Los Angeles
3336,3337,2023-10-31,Food,64.96,Debit Card,Houston
3337,3338,2024-07-09,Transportation,347.86,Mobile Payment,Houston
3338,3339,2024-03-03,Transportation,166.0,Credit Card,Los Angeles
3339,3340,2024-05-20,Transportation,240.72,Cash,Phoenix
3340,3341,2024-03-12,Transportation,461.89,Credit Card,Los Angeles
3341,3342,2024-03-22,Miscellaneous,195.96,Mobile Payment,New York
3342,3343,2024-03-05,Transportation,80.25,Cash,Phoenix
3343,3344,2023-12-17,Health,138.56,Credit Card,Los Angeles
3344,3345,2023-10-15,Clothing,215.82,Debit Card,Chicago
3345,3346,2023-10-21,Clothing,39.76,Mobile Payment,Los Angeles
3346,3347,2024-01-14,Entertainment,101.17,Debit Card,New York
3347,3348,2024-08-29,Health,111.42,Cash,Chicago
3348,3349,2024-05-17,Food,398.25,Mobile Payment,New York
3349,3350,2024-04-01,Miscellaneous,253.98,Credit Card,Houston
3350,3351,2024-03-13,Entertainment,440.51,Mobile Payment,Houston
3351,3352,2024-01-31,Food,407.86,Credit Card,Phoenix
3352,3353,2024-06-20,Entertainment,71.18,Cash,Chicago
3353,3354,2024-04-13,Health,311.98,Credit Card,Chicago
3354,3355,2024-04-13,Miscellaneous,265.52,Credit Card,Houston
3355,3356,2024-09-01,Clothing,135.98,Debit Card,Chicago
3356,3357,2024-05-09,Transportation,59.63,Cash,Houston
3357,3358,2024-03-29,Utilities,415.83,Debit Card,Phoenix
3358,3359,2024-08-15,Transportation,438.46,Cash,Phoenix
3359,3360,2024-06-28,Entertainment,137.93,Mobile Payment,Phoenix
3360,3361,2023-12-21,Transportation,495.93,Debit Card,Phoenix
3361,3362,2024-09-12,Utilities,110.5,Debit Card,New York
3362,3363,2023-10-08,Food,15.07,Cash,Chicago
3363,3364,2024-06-15,Miscellaneous,132.43,Mobile Payment,Chicago
3364,3365,2024-03-07,Food,67.03,Debit Card,New York
3365,3366,2024-01-09,Health,303.37,Mobile Payment,Chicago
3366,3367,2023-12-31,Clothing,130.02,Debit Card,Chicago
3367,3368,2024-04-07,Transportation,142.56,Debit Card,Houston
3368,3369,2024-03-24,Health,478.57,Mobile Payment,Houston
3369,3370,2024-05-31,Health,480.79,Debit Card,Phoenix
3370,3371,2024-01-31,Transportation,366.62,Debit Card,Los Angeles
3371,3372,2024-04-14,Transportation,132.43,Credit Card,Los Angeles
3372,3373,2024-02-18,Clothing,415.25,Cash,Houston
3373,3374,2024-01-07,Health,141.96,Mobile Payment,Phoenix
3374,3375,2024-04-04,Transportation,78.53,Cash,New York
3375,3376,2024-01-22,Entertainment,313.08,Cash,New York
3376,3377,2023-12-18,Entertainment,412.36,Mobile Payment,Chicago
3377,3378,2024-08-19,Food,327.55,Cash,Phoenix
3378,3379,2024-02-18,Food,445.81,Credit Card,Los Angeles
3379,3380,2024-03-03,Clothing,313.98,Debit Card,Houston
3380,3381,2023-12-18,Transportation,278.02,Debit Card,Houston
3381,3382,2024-09-02,Entertainment,401.38,Debit Card,Chicago
3382,3383,2024-01-23,Clothing,88.08,Debit Card,Phoenix
3383,3384,2024-03-18,Transportation,191.74,Credit Card,Los Angeles
3384,3385,2024-02-22,Utilities,486.5,Cash,Houston
3385,3386,2024-04-05,Entertainment,498.89,Cash,New York
3386,3387,2024-05-31,Utilities,321.5,Debit Card,Houston
3387,3388,2024-06-11,Utilities,108.2,Credit Card,Chicago
3388,3389,2024-05-16,Miscellaneous,60.46,Debit Card,Houston
3389,3390,2024-06-21,Utilities,57.51,Mobile Payment,New York
3390,3391,2023-12-25,Utilities,464.05,Debit Card,Phoenix
3391,3392,2024-09-19,Food,308.56,Mobile Payment,Phoenix
3392,3393,2024-02-04,Entertainment,267.77,Mobile Payment,New York
3393,3394,2024-02-01,Health,412.34,Mobile Payment,Los Angeles
3394,3395,2024-01-26,Miscellaneous,117.0,Credit Card,Los Angeles
3395,3396,2023-12-13,Entertainment,487.94,Credit Card,Chicago
3396,3397,2024-03-01,Clothing,239.42,Debit Card,New York
3397,3398,2024-04-07,Transportation,432.51,Mobile Payment,Phoenix
3398,3399,2023-12-07,Entertainment,153.35,Debit Card,Phoenix
3399,3400,2024-01-25,Utilities,309.74,Debit Card,Phoenix
3400,3401,2024-02-25,Transportation,112.08,Mobile Payment,Phoenix
3401,3402,2024-07-17,Clothing,183.66,Cash,Los Angeles
3402,3403,2024-09-27,Miscellaneous,134.53,Credit Card,Phoenix
3403,3404,2024-06-26,Miscellaneous,56.01,Mobile Payment,Houston
3404,3405,2023-10-30,Miscellaneous,331.93,Debit Card,Los Angeles
3405,3406,2024-05-07,Entertainment,107.68,Mobile Payment,Phoenix
3406,3407,2024-01-30,Utilities,273.75,Credit Card,Los Angeles
3407,3408,2024-02-24,Miscellaneous,185.72,Mobile Payment,Chicago
3408,3409,2023-11-15,Health,293.69,Debit Card,Chicago
3409,3410,2024-08-18,Entertainment,348.01,Credit Card,Chicago
3410,3411,2024-07-17,Transportation,229.52,Mobile Payment,Chicago
3411,3412,2023-11-14,Clothing,131.53,Cash,Phoenix
3412,3413,2024-03-15,Entertainment,74.77,Mobile Payment,Chicago
3413,3414,2024-04-25,Health,467.76,Mobile Payment,Chicago
3414,3415,2024-03-21,Transportation,290.28,Mobile Payment,New York
3415,3416,2024-03-24,Health,161.03,Credit Card,Houston
3416,3417,2023-11-05,Health,259.05,Debit Card,New York
3417,3418,2024-03-29,Transportation,277.49,Cash,Houston
3418,3419,2024-02-03,Miscellaneous,76.73,Mobile Payment,Phoenix
3419,3420,2024-03-20,Food,212.72,Cash,Phoenix
3420,3421,2023-11-24,Miscellaneous,174.72,Credit Card,Los Angeles
3421,3422,2024-07-16,Utilities,124.84,Cash,New York
3422,3423,2024-08-27,Entertainment,181.2,Debit Card,Chicago
3423,3424,2023-12-09,Utilities,496.25,Credit Card,Phoenix
3424,3425,2024-03-24,Food,364.04,Credit Card,New York
3425,3426,2024-03-12,Miscellaneous,226.79,Debit Card,Houston
3426,3427,2024-01-17,Transportation,287.03,Cash,Los Angeles
3427,3428,2023-11-02,Transportation,259.93,Credit Card,Phoenix
3428,3429,2024-08-19,Entertainment,22.42,Cash,Chicago
3429,3430,2024-05-15,Miscellaneous,75.77,Cash,Houston
3430,3431,2024-03-10,Utilities,9.11,Mobile Payment,New York
3431,3432,2023-12-16,Miscellaneous,213.78,Mobile Payment,Los Angeles
3432,3433,2024-04-05,Food,492.57,Credit Card,Chicago
3433,3434,2023-12-01,Transportation,275.8,Cash,Los Angeles
3434,3435,2024-08-16,Health,233.89,Cash,Los Angeles
3435,3436,2024-07-04,Health,42.7,Debit Card,Los Angeles
3436,3437,2024-05-07,Miscellaneous,192.89,Credit Card,Chicago
3437,3438,2023-12-15,Clothing,452.16,Cash,Houston
3438,3439,2024-07-11,Clothing,357.16,Debit Card,Los Angeles
3439,3440,2024-09-22,Miscellaneous,45.97,Cash,Chicago
3440,3441,2024-03-05,Transportation,141.58,Mobile Payment,Chicago
3441,3442,2024-07-26,Health,43.72,Mobile Payment,New York
3442,3443,2024-04-03,Health,480.96,Cash,Los Angeles
3443,3444,2023-10-27,Entertainment,309.66,Debit Card,Chicago
3444,3445,2024-01-19,Clothing,327.75,Cash,New York
3445,3446,2024-09-01,Clothing,390.21,Cash,New York
3446,3447,2024-07-20,Health,281.74,Debit Card,Chicago
3447,3448,2024-04-15,Transportation,438.95,Credit Card,New York
3448,3449,2024-05-06,Clothing,268.47,Cash,Phoenix
3449,3450,2023-12-02,Miscellaneous,234.13,Cash,Los Angeles
3450,3451,2024-03-16,Miscellaneous,159.24,Debit Card,New York
3451,3452,2024-06-22,Food,394.93,Mobile Payment,New York
3452,3453,2024-03-15,Entertainment,321.41,Debit Card,Phoenix
3453,3454,2023-11-10,Clothing,14.95,Debit Card,Houston
3454,3455,2024-04-02,Utilities,142.53,Mobile Payment,Los Angeles
3455,3456,2024-08-13,Clothing,89.18,Debit Card,Los Angeles
3456,3457,2024-01-15,Entertainment,208.68,Cash,Phoenix
3457,3458,2024-07-21,Miscellaneous,163.86,Debit Card,New York
3458,3459,2024-09-22,Utilities,228.69,Cash,Chicago
